Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2006,01,04,03:45:07,28.0919,-112.0414,10,4.6,"GULF OF CALIFORNIA",1136346307
2006,01,21,21:25:11,14.4163,-93.7378,40.1,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1137878711
2006,02,20,17:49:28,14.345,-93.5416,23.7,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1140457768
2006,02,26,01:14:08,18.1454,-100.7595,55.9,4.6,"GUERRERO, MEXICO",1140916448
2006,03,09,18:08:30,16.3719,-105.6105,10,4.6,"OFF COAST OF MICHOACAN, MEXICO",1141927710
2006,05,28,14:01:02,26.8726,-111.1624,36.4,4.6,"GULF OF CALIFORNIA",1148824862
2006,06,09,18:44:45,14.8001,-93.8272,34.8,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1149878685
2006,09,01,03:50:39,19.4612,-108.9399,10,4.6,"REVILLA GIGEDO ISLANDS REGION",1157082639
2007,01,03,06:55:19,16.2389,-97.3306,10,4.6,"OAXACA, MEXICO",1167807319
2007,02,06,10:55:31,18.1197,-100.6886,65.3,4.6,"GUERRERO, MEXICO",1170759331
2007,03,01,00:19:32,17.3506,-94.9649,125,4.6,"CHIAPAS, MEXICO",1172708372
2007,06,16,22:08:48,18.107,-98.608,57.2,4.6,"CENTRAL MEXICO",1182031728
2007,07,19,16:17:14,16.225,-97.8957,12.2,4.6,"OAXACA, MEXICO",1184861834
2007,08,01,03:11:05,24.458,-102.437,20.8,4.6,"CENTRAL MEXICO",1185937865
2007,09,01,19:38:18,24.6651,-109.9784,16.6,4.6,"GULF OF CALIFORNIA",1188675498
2007,09,01,20:22:41,24.7498,-110.2242,10,4.6,"BAJA CALIFORNIA, MEXICO",1188678161
2007,11,21,15:00:12,16.145,-97.195,11.9,4.6,"OAXACA, MEXICO",1195657212
2007,12,16,17:32:05,15.679,-95.464,15.3,4.6,"NEAR COAST OF OAXACA, MEXICO",1197826325
2008,01,14,01:03:26,17.5275,-94.3337,168.2,4.6,"CHIAPAS, MEXICO",1200272606
2008,01,21,01:53:17,17.6036,-94.6592,141.1,4.6,"CHIAPAS, MEXICO",1200880397
2008,02,17,07:56:55,16.104,-98.3426,21.7,4.6,"NEAR COAST OF GUERRERO, MEXICO",1203235015
2008,03,01,04:44:13,16.8733,-100.05,12.3,4.6,"NEAR COAST OF GUERRERO, MEXICO",1204346653
2008,05,04,10:21:40,15.9047,-96.4976,31.8,4.6,"NEAR COAST OF OAXACA, MEXICO",1209896500
2008,06,20,19:24:38,15.0416,-93.7003,51.5,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1213989878
2008,10,04,18:50:34,14.5228,-93.1548,56.2,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1223146234
2009,03,17,02:31:24,16.9016,-100.3017,26.8,4.6,"NEAR COAST OF GUERRERO, MEXICO",1237257084
2009,04,07,19:02:03,24.166,-109.1135,10,4.6,"GULF OF CALIFORNIA",1239130923
2009,07,17,14:45:37,16.1626,-98.7965,5.5,4.6,"NEAR COAST OF GUERRERO, MEXICO",1247841937
2009,09,26,04:03:45,14.7688,-94.3992,23,4.6,"OFF COAST OF CHIAPAS, MEXICO",1253937825
2009,10,24,01:06:43,14.5117,-93.744,33.2,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1256346403
2009,10,28,23:33:54,17.8658,-103.022,39.3,4.6,"NEAR COAST OF MICHOACAN, MEXICO",1256772834
2009,12,16,06:49:11,16.6757,-94.732,109.9,4.6,"OAXACA, MEXICO",1260946151
2010,01,06,09:17:33,17.0877,-100.7758,24.3,4.6,"GUERRERO, MEXICO",1262769453
2010,01,08,08:50:40,16.9052,-94.1068,145.8,4.6,"OAXACA, MEXICO",1262940640
2010,03,12,02:47:26,17.2694,-93.7012,196.5,4.6,"CHIAPAS, MEXICO",1268362046
2010,04,07,09:07:47,16.597,-100.367,2,4.6,"NEAR COAST OF GUERRERO, MEXICO",1270631267
2010,06,10,16:28:10,27.8427,-111.5468,0,4.6,"GULF OF CALIFORNIA",1276187290
2010,08,19,08:49:25,17.6211,-94.7328,150.2,4.6,"CHIAPAS, MEXICO",1282207765
2010,09,08,14:17:24,18.5742,-101.5351,78.4,4.6,"GUERRERO, MEXICO",1283955444
2010,09,24,01:27:49,14.9033,-93.2075,35,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1285291669
2010,10,25,10:08:00,24.6181,-109.3333,10,4.6,"GULF OF CALIFORNIA",1288001280
2011,02,01,06:28:48,16.202,-96.035,37.2,4.6,"OAXACA, MEXICO",1296541728
2011,02,16,17:23:25,15.4585,-98.5201,6.7,4.6,"OFF COAST OF GUERRERO, MEXICO",1297877005
2011,03,13,02:50:07,25.4391,-109.7104,10,4.6,"GULF OF CALIFORNIA",1299984607
2011,03,13,16:07:35,25.4104,-109.8495,10,4.6,"GULF OF CALIFORNIA",1300032455
2011,03,24,19:06:16,25.0764,-109.7173,10,4.6,"GULF OF CALIFORNIA",1300993576
2011,04,09,13:40:01,17.032,-94.1304,161.7,4.6,"CHIAPAS, MEXICO",1302356401
2011,04,26,11:18:30,16.7899,-99.605,5.5,4.6,"NEAR COAST OF GUERRERO, MEXICO",1303816710
2011,06,03,14:21:23,17.8673,-95.1778,125.4,4.6,"OAXACA, MEXICO",1307110883
2011,06,12,11:17:45,17.2026,-95.1201,114.4,4.6,"OAXACA, MEXICO",1307877465
2011,07,22,06:39:02,14.8596,-93.7182,58.8,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1311316742
2011,07,22,11:58:39,15.3859,-95.1975,10,4.6,"NEAR COAST OF OAXACA, MEXICO",1311335919
2011,09,17,16:45:46,15.103,-95.158,25.5,4.6,"NEAR COAST OF OAXACA, MEXICO",1316277946
2011,09,23,02:59:17,17.0804,-100.1025,10.6,4.6,"GUERRERO, MEXICO",1316746757
2011,11,18,05:03:02,16.3679,-93.6903,143,4.6,"CHIAPAS, MEXICO",1321592582
2011,11,18,11:56:41,17.1905,-94.3778,154.8,4.6,"CHIAPAS, MEXICO",1321617401
2011,12,29,20:34:58,15.664,-93.7248,93.8,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1325190898
2012,01,21,19:46:50,14.9124,-93.1209,60.2,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1327175210
2012,02,07,22:30:33,14.9385,-93.18,67,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1328653833
2012,02,08,09:38:52,14.791,-94.3768,10,4.6,"OFF COAST OF CHIAPAS, MEXICO",1328693932
2012,02,08,21:24:53,14.7736,-94.4225,10,4.6,"OFF COAST OF CHIAPAS, MEXICO",1328736293
2012,02,09,09:21:54,16.1145,-97.1635,25.2,4.6,"OAXACA, MEXICO",1328779314
2012,02,12,05:55:52,17.5027,-96.3395,85.5,4.6,"OAXACA, MEXICO",1329026152
2012,03,20,18:21:21,17.7326,-97.1245,10,4.6,"OAXACA, MEXICO",1332267681
2012,03,20,21:27:07,16.369,-98.204,5,4.6,"NEAR COAST OF GUERRERO, MEXICO",1332278827
2012,03,20,21:43:42,16.3148,-98.3053,40.5,4.6,"NEAR COAST OF GUERRERO, MEXICO",1332279822
2012,03,21,02:07:44,16.0923,-98.6075,22.6,4.6,"NEAR COAST OF GUERRERO, MEXICO",1332295664
2012,03,21,04:02:36,16.5434,-98.4555,2.5,4.6,"NEAR COAST OF GUERRERO, MEXICO",1332302556
2012,03,23,23:37:42,16.1719,-99.0449,16.7,4.6,"NEAR COAST OF GUERRERO, MEXICO",1332545862
2012,03,23,23:47:45,16.4748,-98.2538,16.2,4.6,"NEAR COAST OF GUERRERO, MEXICO",1332546465
2012,03,25,01:46:23,16.3652,-98.0789,9.9,4.6,"NEAR COAST OF GUERRERO, MEXICO",1332639983
2012,03,28,05:39:40,16.4793,-98.1378,16.2,4.6,"NEAR COAST OF GUERRERO, MEXICO",1332913180
2012,04,02,18:26:27,16.3898,-98.5001,10,4.6,"NEAR COAST OF GUERRERO, MEXICO",1333391187
2012,04,02,19:38:07,16.4627,-98.4679,4.9,4.6,"NEAR COAST OF GUERRERO, MEXICO",1333395487
2012,04,13,20:46:13,16.3324,-98.4287,20.5,4.6,"NEAR COAST OF GUERRERO, MEXICO",1334349973
2012,04,19,14:35:13,15.9139,-98.6088,17,4.6,"OFF COAST OF GUERRERO, MEXICO",1334846113
2012,04,23,01:13:25,16.1454,-98.2531,25.3,4.6,"NEAR COAST OF GUERRERO, MEXICO",1335143605
2012,04,29,07:17:05,16.208,-98.5753,17,4.6,"NEAR COAST OF GUERRERO, MEXICO",1335683825
2012,05,01,13:35:15,14.326,-93.1078,45.4,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1335879315
2012,05,27,18:05:41,15.7545,-95.9236,20.5,4.6,"NEAR COAST OF OAXACA, MEXICO",1338141941
2012,11,14,00:42:58,17.401,-93.4762,5.4,4.6,"CHIAPAS, MEXICO",1352853778
2013,03,15,04:14:07,15.3151,-104.2384,10,4.6,"OFF COAST OF MICHOACAN, MEXICO",1363320847
2013,03,26,13:25:58,16.1478,-98.1902,16,4.6,"NEAR COAST OF GUERRERO, MEXICO",1364304358
2013,03,26,13:27:18,16.1324,-98.1373,16,4.6,"NEAR COAST OF GUERRERO, MEXICO",1364304438
2013,03,26,13:36:12,16.0713,-98.3061,11.5,4.6,"NEAR COAST OF GUERRERO, MEXICO",1364304972
2013,04,20,05:05:10,16.1648,-98.6213,6.2,4.6,"NEAR COAST OF GUERRERO, MEXICO",1366434310
2013,12,07,05:32:42,16.2246,-98.5702,28.6,4.6,"NEAR COAST OF GUERRERO, MEXICO",1386394362
2013,12,31,13:02:22,14.5078,-93.7608,10,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1388494942
2014,04,13,06:45:21,17.7746,-95.0339,57.3,4.6,"OAXACA, MEXICO",1397371521
2014,05,03,13:37:29,16.2435,-97.9381,14.4,4.6,"OAXACA, MEXICO",1399124249
2014,05,07,00:55:21,16.6335,-100.5759,4.4,4.6,"NEAR COAST OF GUERRERO, MEXICO",1399424121
2014,05,08,17:47:01,17.137,-100.939,15,4.6,"GUERRERO, MEXICO",1399571221
2014,09,13,02:57:42,13.68,-93.41,34.1,4.6,"OFF COAST OF CHIAPAS, MEXICO",1410577062
2014,10,27,14:49:05,15.2022,-94.7865,12.3,4.6,"NEAR COAST OF OAXACA, MEXICO",1414421345
2015,01,15,03:21:30,18.2084,-100.7098,54.3,4.6,"GUERRERO, MEXICO",1421292090
2015,02,20,02:05:03,17.1374,-95.425,96.2,4.6,"OAXACA, MEXICO",1424397903
2015,03,18,15:14:08,16.1763,-98.2721,26.1,4.6,"NEAR COAST OF GUERRERO, MEXICO",1426691648
2015,07,15,09:22:22,16.1147,-96.8999,32.8,4.6,"OAXACA, MEXICO",1436952142
2015,08,03,16:30:34,17.735,-93.819,23.8,4.6,"CHIAPAS, MEXICO",1438619434
2015,09,08,08:30:34,14.388,-94.0789,17.3,4.6,"OFF COAST OF CHIAPAS, MEXICO",1441701034
2015,09,08,20:47:06,14.6906,-93.9247,32,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1441745226
2015,09,08,21:42:29,14.6178,-93.832,34,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1441748549
2015,10,27,22:25:01,16.4378,-97.9804,10,4.6,"OAXACA, MEXICO",1445984701
2016,01,28,09:09:12,14.9528,-94.31,40.8,4.6,"OFF COAST OF CHIAPAS, MEXICO",1453972152
2016,06,05,01:54:23,16.0644,-98.2108,22.5,4.6,"NEAR COAST OF GUERRERO, MEXICO",1465091663
2016,06,06,04:11:36,16.0288,-97.4103,10,4.6,"OAXACA, MEXICO",1465186296
2016,06,07,11:07:06,18.0726,-105.3595,10,4.6,"OFF COAST OF JALISCO, MEXICO",1465297626
2016,07,20,19:06:19,16.2987,-98.0573,10,4.6,"NEAR COAST OF GUERRERO, MEXICO",1469041579
2016,07,21,09:15:29,16.0048,-94.0658,98.4,4.6,"OAXACA, MEXICO",1469092529
2016,08,02,08:00:34,16.8835,-99.7453,47,4.6,"NEAR COAST OF GUERRERO, MEXICO",1470124834
2016,08,03,12:01:27,16.0279,-95.2043,42.5,4.6,"OAXACA, MEXICO",1470225687
2016,08,11,08:25:17,14.279,-93.869,15.9,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1470903917
2016,08,18,22:51:38,16.4931,-98.1213,37.5,4.6,"NEAR COAST OF GUERRERO, MEXICO",1471560698
2016,08,26,12:23:33,19.943,-95.1234,10,4.6,"VERACRUZ, MEXICO",1472214213
2016,09,22,18:08:58,17.9342,-98.5053,55.5,4.6,"GUERRERO, MEXICO",1474567738
2016,10,07,15:14:12,14.3256,-93.8694,10,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1475853252
2016,10,17,06:23:21,25.0912,-109.6315,10,4.6,"GULF OF CALIFORNIA",1476685401
2016,10,20,15:21:18,17.585,-94.75,147.7,4.6,"CHIAPAS, MEXICO",1476976878
2016,11,15,17:27:09,15.8679,-93.6852,79.8,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1479230829
2016,11,16,17:48:01,13.9758,-93.2099,10,4.6,"OFF COAST OF CHIAPAS, MEXICO",1479318481
2016,12,28,23:31:36,14.9992,-93.1569,62.6,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1482967896
2017,02,23,17:07:04,16.2648,-98.6933,9.7,4.6,"NEAR COAST OF GUERRERO, MEXICO",1487869624
2017,03,27,10:48:52,17.257,-95.3098,79.1,4.6,"OAXACA, MEXICO",1490611732
2017,03,29,22:54:13,18.3501,-106.1464,10,4.6,"OFF COAST OF JALISCO, MEXICO",1490828053
2017,04,05,12:20:00,17.5255,-94.4993,134.8,4.6,"CHIAPAS, MEXICO",1491394800
2017,05,24,20:25:28,17.8824,-101.6749,43,4.6,"NEAR COAST OF GUERRERO, MEXICO",1495657528
2017,06,02,03:02:43,23.9084,-109.0801,10,4.6,"BAJA CALIFORNIA, MEXICO",1496372563
2017,08,22,22:22:17,14.4193,-93.1719,10,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1503440537
2017,08,23,22:00:50,19.6806,-109.2561,10,4.6,"REVILLA GIGEDO ISLANDS REGION",1503525650
2017,09,08,05:29:07,15.1504,-93.9331,39.5,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1504848547
2017,09,08,05:57:03,15.2941,-94.1219,54.8,4.6,"NEAR COAST OF OAXACA, MEXICO",1504850223
2017,09,08,06:08:48,15.437,-94.5535,48.5,4.6,"NEAR COAST OF OAXACA, MEXICO",1504850928
2017,09,08,08:43:00,15.785,-94.0811,52.9,4.6,"NEAR COAST OF OAXACA, MEXICO",1504860180
2017,09,08,09:12:34,15.3946,-94.4387,52.1,4.6,"NEAR COAST OF OAXACA, MEXICO",1504861954
2017,09,08,14:16:25,15.4789,-93.9379,51.4,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1504880185
2017,09,08,16:08:02,15.0663,-94.4908,10,4.6,"NEAR COAST OF OAXACA, MEXICO",1504886882
2017,09,08,21:53:02,15.7473,-94.4976,55.1,4.6,"NEAR COAST OF OAXACA, MEXICO",1504907582
2017,09,09,15:27:49,15.3251,-93.9636,65.3,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1504970869
2017,09,10,13:40:08,15.6631,-98.529,10,4.6,"OFF COAST OF GUERRERO, MEXICO",1505050808
2017,09,10,15:28:51,15.2976,-94.4383,42.9,4.6,"NEAR COAST OF OAXACA, MEXICO",1505057331
2017,09,12,05:20:12,15.0886,-93.8716,57.7,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1505193612
2017,09,12,18:29:33,15.2212,-94.0643,44.7,4.6,"NEAR COAST OF OAXACA, MEXICO",1505240973
2017,09,19,23:11:32,16.2348,-94.8625,45.3,4.6,"OAXACA, MEXICO",1505862692
2017,09,20,03:28:05,16.1444,-94.8719,48.7,4.6,"OAXACA, MEXICO",1505878085
2017,09,26,05:33:24,15.0621,-93.9602,55.8,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1506404004
2017,10,12,19:49:58,15.0577,-94.4744,22.1,4.6,"NEAR COAST OF OAXACA, MEXICO",1507837798
2017,10,13,23:40:39,15.5366,-94.2645,59,4.6,"NEAR COAST OF OAXACA, MEXICO",1507938039
2017,10,24,23:21:01,15.8604,-95.1034,38.7,4.6,"NEAR COAST OF OAXACA, MEXICO",1508887261
2017,10,25,22:41:40,15.2091,-94.2643,24.9,4.6,"NEAR COAST OF OAXACA, MEXICO",1508971300
2017,10,28,18:31:53,17.8536,-94.7305,127.5,4.6,"CHIAPAS, MEXICO",1509215513
2017,11,03,16:49:28,16.5511,-93.496,154.4,4.6,"CHIAPAS, MEXICO",1509727768
2018,01,02,09:48:39,15.9744,-94.7307,55.1,4.6,"NEAR COAST OF OAXACA, MEXICO",1514886519
2018,02,07,09:21:04,15.7571,-96.4759,10,4.6,"NEAR COAST OF OAXACA, MEXICO",1517995264
2018,02,16,01:54:44,15.8171,-94.871,49.1,4.6,"NEAR COAST OF OAXACA, MEXICO",1518746084
2018,02,19,18:16:03,19.2411,-108.7625,10,4.6,"REVILLA GIGEDO ISLANDS REGION",1519064163
2018,03,01,15:41:54,16.383,-98.67,5.8,4.6,"NEAR COAST OF GUERRERO, MEXICO",1519918914
2018,03,05,14:30:21,16.2231,-98.0589,19.5,4.6,"NEAR COAST OF GUERRERO, MEXICO",1520260221
2018,04,04,22:07:48,21.9976,-108.7353,10,4.6,"REVILLA GIGEDO ISLANDS REGION",1522879668
2018,04,07,18:57:58,15.3937,-93.988,57.5,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1523127478
2018,04,14,18:38:14,19.2977,-108.119,39.8,4.6,"REVILLA GIGEDO ISLANDS REGION",1523731094
2018,04,18,11:59:20,16.4611,-95.1951,71.7,4.6,"OAXACA, MEXICO",1524052760
2018,04,27,00:22:40,15.2302,-94.1986,35,4.6,"NEAR COAST OF OAXACA, MEXICO",1524788560
2018,07,20,17:42:04,17.853,-95.4667,95.2,4.6,"OAXACA, MEXICO",1532108524
2018,07,21,01:29:40,16.2317,-99.1406,10,4.6,"NEAR COAST OF GUERRERO, MEXICO",1532136580
2018,07,23,07:17:12,19.7339,-109.3201,10,4.6,"REVILLA GIGEDO ISLANDS REGION",1532330232
2018,08,06,13:18:07,18.6631,-101.1033,76.1,4.6,"GUERRERO, MEXICO",1533561487
2018,08,12,14:42:10,17.2374,-100.6701,35,4.6,"GUERRERO, MEXICO",1534084930
2018,09,20,22:30:17,14.8613,-93.7272,57,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1537482617
2018,12,31,10:13:30,17.2942,-93.9147,166.2,4.6,"CHIAPAS, MEXICO",1546251210
2019,01,27,14:47:39,16.5248,-100.0085,10,4.6,"NEAR COAST OF GUERRERO, MEXICO",1548600459
2019,02,10,17:33:23,15.4256,-94.809,42,4.6,"NEAR COAST OF OAXACA, MEXICO",1549820003
2019,02,16,09:29:45,17.5812,-102.8693,10,4.6,"NEAR COAST OF MICHOACAN, MEXICO",1550309385
2019,02,25,19:38:52,14.5789,-93.6176,10,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1551123532
2019,03,03,16:57:34,16.4662,-95.0652,77.2,4.6,"OAXACA, MEXICO",1551632254
2019,04,12,13:31:49,14.2607,-93.1121,35,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1555075909
2019,04,14,02:53:14,14.227,-93.1508,35,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1555210394
2019,04,22,20:45:22,16.048,-98.6498,8,4.6,"NEAR COAST OF GUERRERO, MEXICO",1555965922
2019,05,15,14:49:34,19.6342,-109.0277,10,4.6,"REVILLA GIGEDO ISLANDS REGION",1557931774
2019,05,31,07:36:50,15.3963,-104.8104,10,4.6,"OFF COAST OF MICHOACAN, MEXICO",1559288210
2019,06,06,15:25:42,16.4344,-98.0985,24.6,4.6,"NEAR COAST OF GUERRERO, MEXICO",1559834742
2019,06,14,16:34:45,14.3679,-93.1517,10,4.6,"NEAR COAST OF CHIAPAS, MEXICO",1560530085
2019,07,03,06:09:36,16.9685,-99.6844,35,4.6,"NEAR COAST OF GUERRERO, MEXICO",1562134176
2019,07,07,08:50:28,15.8033,-96.532,30.1,4.6,"NEAR COAST OF OAXACA, MEXICO",1562489428
2019,07,17,17:38:36,16.0706,-98.7678,10,4.6,"NEAR COAST OF GUERRERO, MEXICO",1563385116
2022,08,22,12:34:42,17.0486,-94.8722,126.8,4.5,"CHIAPAS, MEXICO",1661171682
2022,08,30,22:40:57,16.2265,-98.7829,10,4.5,"NEAR COAST OF GUERRERO, MEXICO",1661899257
2022,07,13,05:55:02,23.5966,-108.79,10,4.5,"GULF OF CALIFORNIA",1657691702
2022,05,18,19:52:43,15.322,-94.4527,42.9,4.5,"NEAR COAST OF OAXACA, MEXICO",1652903563
2022,05,29,10:45:16,18.6353,-102.6091,81.3,4.5,"MICHOACAN, MEXICO",1653821116
2022,04,05,05:26:58,19.3266,-100.6511,4.6,4.5,"MICHOACAN, MEXICO",1649136418
2022,04,06,05:20:39,16.7767,-99.0339,35,4.5,"NEAR COAST OF GUERRERO, MEXICO",1649222439
2022,04,17,19:31:51,16.6163,-95.0704,35,4.5,"OAXACA, MEXICO",1650223911
2022,04,18,12:27:26,17.9199,-100.3484,51.5,4.5,"GUERRERO, MEXICO",1650284846
2022,03,24,19:45:23,14.7064,-93.6632,37.5,4.5,"NEAR COAST OF CHIAPAS, MEXICO",1648151123
2022,03,29,01:30:58,14.5353,-94.1275,10,4.5,"OFF COAST OF CHIAPAS, MEXICO",1648517458
2022,01,06,21:44:50,15.7919,-93.2087,97.3,4.5,"NEAR COAST OF CHIAPAS, MEXICO",1641505490
2022,01,11,10:47:49,25.0029,-109.7836,10,4.5,"GULF OF CALIFORNIA",1641898069
2021,12,23,14:13:24,27.6285,-111.5974,10,4.5,"GULF OF CALIFORNIA",1640268804
2021,09,08,05:42:58,16.6267,-99.7482,18.7,4.5,"NEAR COAST OF GUERRERO, MEXICO",1631079778
2021,09,24,19:43:06,22.9267,-107.9445,10,4.5,"OFF COAST OF CENTRAL MEXICO",1632512586
2021,08,14,18:50:55,14.9621,-103.5921,10,4.5,"OFF COAST OF GUERRERO, MEXICO",1628967055
2021,08,22,16:26:24,16.0125,-96.8504,35,4.5,"OAXACA, MEXICO",1629649584
2021,05,14,18:51:22,14.4997,-93.5052,10,4.5,"NEAR COAST OF CHIAPAS, MEXICO",1621018282
2021,05,22,22:54:25,18.4133,-106.461,10,4.5,"OFF COAST OF JALISCO, MEXICO",1621724065
2021,04,03,17:59:08,15.9983,-96.1792,35,4.5,"NEAR COAST OF OAXACA, MEXICO",1617472748
2021,04,08,01:19:32,18.723,-100.5319,101.6,4.5,"GUERRERO, MEXICO",1617844772
2021,04,17,15:31:43,17.652,-94.6289,142.8,4.5,"CHIAPAS, MEXICO",1618673503
2021,04,18,22:47:28,16.2283,-93.9105,139.4,4.5,"CHIAPAS, MEXICO",1618786048
2021,04,29,11:02:26,18.423,-101.9549,76,4.5,"GUERRERO, MEXICO",1619694146
2021,03,04,14:44:40,16.3855,-98.4857,10,4.5,"NEAR COAST OF GUERRERO, MEXICO",1614869080
2021,02,08,05:56:47,14.2047,-94.0542,10,4.5,"OFF COAST OF CHIAPAS, MEXICO",1612763807
2021,02,22,14:52:23,13.9505,-93.2535,10,4.5,"OFF COAST OF CHIAPAS, MEXICO",1614005543
2021,01,24,06:23:26,17.8385,-105.9309,10,4.5,"OFF COAST OF JALISCO, MEXICO",1611469406
2020,11,09,03:18:20,15.675,-103.6578,10,4.5,"OFF COAST OF GUERRERO, MEXICO",1604891900
2020,11,24,03:49:00,17.3788,-93.9465,175.4,4.5,"CHIAPAS, MEXICO",1606189740
2020,10,04,17:13:14,27.6296,-111.1488,10,4.5,"GULF OF CALIFORNIA",1601831594
2020,09,21,04:22:11,19.6758,-109.4285,10,4.5,"REVILLA GIGEDO ISLANDS REGION",1600662131
2020,09,28,23:27:21,16.1614,-97.716,10,4.5,"OAXACA, MEXICO",1601335641
2020,07,08,17:22:48,16.7033,-100.0054,16.1,4.5,"NEAR COAST OF GUERRERO, MEXICO",1594228968
2020,07,10,06:49:24,16.9227,-105.4746,10,4.5,"OFF COAST OF MICHOACAN, MEXICO",1594363764
2020,03,11,06:43:45,17.5475,-95.5203,35.5,4.5,"OAXACA, MEXICO",1583909025
2020,02,15,21:23:41,25.0429,-109.6635,10,4.5,"GULF OF CALIFORNIA",1581801821
2019,12,09,22:14:13,17.9259,-101.2083,35,4.5,"NEAR COAST OF GUERRERO, MEXICO",1575929653
2019,11,06,02:12:43,16.325,-97.94,37.4,4.5,"OAXACA, MEXICO",1573006363
2019,11,27,00:13:54,17.4325,-101.8038,10,4.5,"NEAR COAST OF GUERRERO, MEXICO",1574813634
2019,09,30,23:15:35,16.7857,-99.0598,35,4.5,"NEAR COAST OF GUERRERO, MEXICO",1569885335
2019,09,29,10:45:45,17.2239,-94.7987,123.2,4.5,"CHIAPAS, MEXICO",1569753945
2019,08,23,09:09:25,17.2457,-94.6434,69.3,4.5,"CHIAPAS, MEXICO",1566551365
1970,03,26,17:32:25,19.5,-108.5,60,4.5,"REVILLA GIGEDO ISLANDS REGION",7320745
1970,03,30,11:48:11,15.87,-94.2,33,4.5,"NEAR COAST OF OAXACA, MEXICO",7645691
1970,04,06,00:18:48,17.66,-94.44,136,4.5,"CHIAPAS, MEXICO",8209128
1970,04,18,23:17:11,18.61,-104.74,64,4.5,"NEAR COAST OF JALISCO, MEXICO",9328631
1970,04,30,19:56:43,13.2,-93.5,33,4.5,"OFF COAST OF CHIAPAS, MEXICO",10353403
1970,05,01,02:14:19,14.3,-93.87,38,4.5,"NEAR COAST OF CHIAPAS, MEXICO",10376059
1970,05,01,21:01:20,14.4,-93.73,33,4.5,"NEAR COAST OF CHIAPAS, MEXICO",10443680
1970,05,03,06:44:13,17.83,-94.63,33,4.5,"CHIAPAS, MEXICO",10565053
1970,05,03,08:44:59,13.3,-93.2,33,4.5,"OFF COAST OF CHIAPAS, MEXICO",10572299
1970,05,03,09:04:09,14.7,-93.64,39,4.5,"NEAR COAST OF CHIAPAS, MEXICO",10573449
1970,05,06,08:57:07,14.6,-93.52,67,4.5,"NEAR COAST OF CHIAPAS, MEXICO",10832227
1970,05,07,05:13:10,14.1,-93.62,36,4.5,"NEAR COAST OF CHIAPAS, MEXICO",10905190
1970,05,19,00:57:14,14.45,-93.29,58,4.5,"NEAR COAST OF CHIAPAS, MEXICO",11926634
1970,05,24,12:27:33,17.9,-94.3,33,4.5,"CHIAPAS, MEXICO",12400053
1970,05,27,20:02:11,15.43,-93.63,68,4.5,"NEAR COAST OF CHIAPAS, MEXICO",12686531
1970,06,30,14:54:16,25.89,-109.79,26,4.5,"GULF OF CALIFORNIA",15605656
1970,10,24,11:45:57,14.37,-93.73,48,4.5,"NEAR COAST OF CHIAPAS, MEXICO",25616757
1971,01,02,15:45:15,17.8842,-94.7358,33,4.5,"CHIAPAS, MEXICO",31679115
1971,01,06,19:19:23,17.7679,-101.4425,33,4.5,"NEAR COAST OF GUERRERO, MEXICO",32037563
1971,01,17,10:33:37,16.1141,-96.0015,74.7,4.5,"OAXACA, MEXICO",32956417
1971,01,18,06:16:16,16.0403,-99.0764,33,4.5,"NEAR COAST OF GUERRERO, MEXICO",33027376
1971,01,22,23:48:01,14.13,-93.2,33,4.5,"NEAR COAST OF CHIAPAS, MEXICO",33436081
1971,01,25,15:51:17,15.37,-94.37,33,4.5,"NEAR COAST OF OAXACA, MEXICO",33666677
1971,01,30,13:03:54,16.7002,-100.2683,53.4,4.5,"NEAR COAST OF GUERRERO, MEXICO",34088634
